Frequence = 10 Ghz;
N = 5784;
1.
1   X = 20 mm; Y = 21 mm; Amplitude = 0.000190142; Faza = -118.582 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
4360   X = 35 mm; Y = 984 mm; Amplitude = 0.000269719; Faza = -133.592 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4361   X = 35 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4362   X = 35 mm; Y = 984 mm; Amplitude = 0.000286459; Faza = -136.68 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4363   X = 37 mm; Y = 984 mm; Amplitude = 0.0002707; Faza = -136.202 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4364   X = 37 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4365   X = 37 mm; Y = 984 mm; Amplitude = 0.000288884; Faza = -136.64 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4366   X = 39 mm; Y = 984 mm; Amplitude = 0.000276854; Faza = -139.74 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4367   X = 39 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4368   X = 39 mm; Y = 984 mm; Amplitude = 0.000290766; Faza = -137.61 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4369   X = 41 mm; Y = 984 mm; Amplitude = 0.000289491; Faza = -143.409 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4370   X = 41 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4371   X = 41 mm; Y = 984 mm; Amplitude = 0.000293891; Faza = -139.401 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4372   X = 43 mm; Y = 984 mm; Amplitude = 0.000308145; Faza = -146.472 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4373   X = 43 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4374   X = 43 mm; Y = 984 mm; Amplitude = 0.000299631; Faza = -141.688 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4375   X = 45 mm; Y = 984 mm; Amplitude = 0.000330817; Faza = -148.495 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4376   X = 45 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4377   X = 45 mm; Y = 984 mm; Amplitude = 0.000308632; Faza = -144.056 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4378   X = 47 mm; Y = 984 mm; Amplitude = 0.000354554; Faza = -149.375 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4379   X = 47 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4380   X = 47 mm; Y = 984 mm; Amplitude = 0.000320641; Faza = -146.095 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4381   X = 49 mm; Y = 984 mm; Amplitude = 0.000376337; Faza = -149.247 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4382   X = 49 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4383   X = 49 mm; Y = 984 mm; Amplitude = 0.000334488; Faza = -147.53 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4384   X = 51 mm; Y = 984 mm; Amplitude = 0.000393779; Faza = -148.364 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4385   X = 51 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4386   X = 51 mm; Y = 984 mm; Amplitude = 0.000348458; Faza = -148.262 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4387   X = 53 mm; Y = 984 mm; Amplitude = 0.000405156; Faza = -146.987 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4388   X = 53 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4389   X = 53 mm; Y = 984 mm; Amplitude = 0.000360823; Faza = -148.319 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4390   X = 55 mm; Y = 984 mm; Amplitude = 0.000409374; Faza = -145.357 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4391   X = 55 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4392   X = 55 mm; Y = 984 mm; Amplitude = 0.000370087; Faza = -147.799 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4393   X = 57 mm; Y = 984 mm; Amplitude = 0.000406253; Faza = -143.717 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4394   X = 57 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4395   X = 57 mm; Y = 984 mm; Amplitude = 0.00037508; Faza = -146.866 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4396   X = 59 mm; Y = 984 mm; Amplitude = 0.000396533; Faza = -142.308 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4397   X = 59 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4398   X = 59 mm; Y = 984 mm; Amplitude = 0.000375159; Faza = -145.704 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4399   X = 61 mm; Y = 984 mm; Amplitude = 0.00038155; Faza = -141.338 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4400   X = 61 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4401   X = 61 mm; Y = 984 mm; Amplitude = 0.000370299; Faza = -144.487 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4402   X = 63 mm; Y = 984 mm; Amplitude = 0.000363131; Faza = -140.993 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4403   X = 63 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4404   X = 63 mm; Y = 984 mm; Amplitude = 0.000360958; Faza = -143.38 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4405   X = 65 mm; Y = 984 mm; Amplitude = 0.000343593; Faza = -141.414 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4406   X = 65 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4407   X = 65 mm; Y = 984 mm; Amplitude = 0.000348001; Faza = -142.546 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4408   X = 67 mm; Y = 984 mm; Amplitude = 0.00032536; Faza = -142.623 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4409   X = 67 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4410   X = 67 mm; Y = 984 mm; Amplitude = 0.000332709; Faza = -142.121 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4411   X = 69 mm; Y = 984 mm; Amplitude = 0.000310427; Faza = -144.456 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4412   X = 69 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4413   X = 69 mm; Y = 984 mm; Amplitude = 0.00031659; Faza = -142.182 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4414   X = 71 mm; Y = 984 mm; Amplitude = 0.000299948; Faza = -146.558 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4415   X = 71 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4416   X = 71 mm; Y = 984 mm; Amplitude = 0.000301127; Faza = -142.726 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4417   X = 73 mm; Y = 984 mm; Amplitude = 0.000293958; Faza = -148.45 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4418   X = 73 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4419   X = 73 mm; Y = 984 mm; Amplitude = 0.000287609; Faza = -143.643 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4420   X = 75 mm; Y = 984 mm; Amplitude = 0.000291421; Faza = -149.679 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4421   X = 75 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4422   X = 75 mm; Y = 984 mm; Amplitude = 0.000276873; Faza = -144.705 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4423   X = 77 mm; Y = 984 mm; Amplitude = 0.000290637; Faza = -149.954 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4424   X = 77 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4425   X = 77 mm; Y = 984 mm; Amplitude = 0.000269112; Faza = -145.611 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4426   X = 79 mm; Y = 984 mm; Amplitude = 0.000289721; Faza = -149.174 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4427   X = 79 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4428   X = 79 mm; Y = 984 mm; Amplitude = 0.00026396; Faza = -146.045 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4429   X = 81 mm; Y = 984 mm; Amplitude = 0.000287111; Faza = -147.394 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4430   X = 81 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4431   X = 81 mm; Y = 984 mm; Amplitude = 0.000260649; Faza = -145.765 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4432   X = 83 mm; Y = 984 mm; Amplitude = 0.000281961; Faza = -144.783 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4433   X = 83 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4434   X = 83 mm; Y = 984 mm; Amplitude = 0.000258227; Faza = -144.667 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4435   X = 85 mm; Y = 984 mm; Amplitude = 0.000274047; Faza = -141.561 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4436   X = 85 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4437   X = 85 mm; Y = 984 mm; Amplitude = 0.000255887; Faza = -142.763 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4438   X = 87 mm; Y = 984 mm; Amplitude = 0.00026358; Faza = -137.963 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4439   X = 87 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4440   X = 87 mm; Y = 984 mm; Amplitude = 0.000253153; Faza = -140.147 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4441   X = 89 mm; Y = 984 mm; Amplitude = 0.000251331; Faza = -134.273 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4442   X = 89 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4443   X = 89 mm; Y = 984 mm; Amplitude = 0.000249805; Faza = -137 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4444   X = 91 mm; Y = 984 mm; Amplitude = 0.000238542; Faza = -130.83 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4445   X = 91 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4446   X = 91 mm; Y = 984 mm; Amplitude = 0.000245878; Faza = -133.569 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4447   X = 93 mm; Y = 984 mm; Amplitude = 0.00022657; Faza = -127.952 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4448   X = 93 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4449   X = 93 mm; Y = 984 mm; Amplitude = 0.000241728; Faza = -130.111 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4450   X = 95 mm; Y = 984 mm; Amplitude = 0.000216863; Faza = -125.904 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4451   X = 95 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4452   X = 95 mm; Y = 984 mm; Amplitude = 0.000237872; Faza = -126.889 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4453   X = 97 mm; Y = 984 mm; Amplitude = 0.000211055; Faza = -124.859 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4454   X = 97 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4455   X = 97 mm; Y = 984 mm; Amplitude = 0.000234843; Faza = -124.174 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4456   X = 99 mm; Y = 984 mm; Amplitude = 0.00021064; Faza = -124.722 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4457   X = 99 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4458   X = 99 mm; Y = 984 mm; Amplitude = 0.000233334; Faza = -122.172 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4459   X = 101 mm; Y = 984 mm; Amplitude = 0.000216499; Faza = -125.076 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4460   X = 101 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4461   X = 101 mm; Y = 984 mm; Amplitude = 0.000234182; Faza = -120.967 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4462   X = 103 mm; Y = 984 mm; Amplitude = 0.000228715; Faza = -125.404 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4463   X = 103 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4464   X = 103 mm; Y = 984 mm; Amplitude = 0.000238082; Faza = -120.515 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4465   X = 105 mm; Y = 984 mm; Amplitude = 0.000246497; Faza = -125.302 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4466   X = 105 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4467   X = 105 mm; Y = 984 mm; Amplitude = 0.000245485; Faza = -120.648 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4468   X = 107 mm; Y = 984 mm; Amplitude = 0.000268168; Faza = -124.565 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4469   X = 107 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4470   X = 107 mm; Y = 984 mm; Amplitude = 0.000256537; Faza = -121.1 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4471   X = 109 mm; Y = 984 mm; Amplitude = 0.000291503; Faza = -123.222 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4472   X = 109 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4473   X = 109 mm; Y = 984 mm; Amplitude = 0.000270835; Faza = -121.6 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4474   X = 111 mm; Y = 984 mm; Amplitude = 0.00031417; Faza = -121.465 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4475   X = 111 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4476   X = 111 mm; Y = 984 mm; Amplitude = 0.000287375; Faza = -121.971 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4477   X = 113 mm; Y = 984 mm; Amplitude = 0.000333949; Faza = -119.542 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4478   X = 113 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4479   X = 113 mm; Y = 984 mm; Amplitude = 0.000304784; Faza = -122.149 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4480   X = 115 mm; Y = 984 mm; Amplitude = 0.000348916; Faza = -117.719 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4481   X = 115 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4482   X = 115 mm; Y = 984 mm; Amplitude = 0.000321534; Faza = -122.169 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4483   X = 117 mm; Y = 984 mm; Amplitude = 0.0003577; Faza = -116.282 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4484   X = 117 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4485   X = 117 mm; Y = 984 mm; Amplitude = 0.000336146; Faza = -122.141 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4486   X = 119 mm; Y = 984 mm; Amplitude = 0.000359745; Faza = -115.539 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4487   X = 119 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4488   X = 119 mm; Y = 984 mm; Amplitude = 0.000347412; Faza = -122.231 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4489   X = 121 mm; Y = 984 mm; Amplitude = 0.000355581; Faza = -115.835 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4490   X = 121 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4491   X = 121 mm; Y = 984 mm; Amplitude = 0.000354578; Faza = -122.639 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4492   X = 123 mm; Y = 984 mm; Amplitude = 0.000347024; Faza = -117.53 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4493   X = 123 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4494   X = 123 mm; Y = 984 mm; Amplitude = 0.000357553; Faza = -123.576 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4495   X = 125 mm; Y = 984 mm; Amplitude = 0.000337242; Faza = -120.904 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4496   X = 125 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4497   X = 125 mm; Y = 984 mm; Amplitude = 0.00035704; Faza = -125.242 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4498   X = 127 mm; Y = 984 mm; Amplitude = 0.000330567; Faza = -126.005 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4499   X = 127 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4500   X = 127 mm; Y = 984 mm; Amplitude = 0.000354463; Faza = -127.804 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4501   X = 129 mm; Y = 984 mm; Amplitude = 0.000331598; Faza = -132.422 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4502   X = 129 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4503   X = 129 mm; Y = 984 mm; Amplitude = 0.000351884; Faza = -131.329 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4504   X = 131 mm; Y = 984 mm; Amplitude = 0.000343292; Faza = -139.201 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4505   X = 131 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4506   X = 131 mm; Y = 984 mm; Amplitude = 0.000351737; Faza = -135.701 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4507   X = 133 mm; Y = 984 mm; Amplitude = 0.000365442; Faza = -145.255 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4508   X = 133 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4509   X = 133 mm; Y = 984 mm; Amplitude = 0.000356055; Faza = -140.591 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4510   X = 135 mm; Y = 984 mm; Amplitude = 0.000394987; Faza = -149.91 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4511   X = 135 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4512   X = 135 mm; Y = 984 mm; Amplitude = 0.000365726; Faza = -145.533 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4513   X = 137 mm; Y = 984 mm; Amplitude = 0.00042722; Faza = -153.022 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4514   X = 137 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4515   X = 137 mm; Y = 984 mm; Amplitude = 0.000380268; Faza = -150.057 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4516   X = 139 mm; Y = 984 mm; Amplitude = 0.000457055; Faza = -154.806 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4517   X = 139 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4518   X = 139 mm; Y = 984 mm; Amplitude = 0.000397878; Faza = -153.839 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4519   X = 141 mm; Y = 984 mm; Amplitude = 0.000480273; Faza = -155.641 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4520   X = 141 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4521   X = 141 mm; Y = 984 mm; Amplitude = 0.00041588; Faza = -156.789 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4522   X = 143 mm; Y = 984 mm; Amplitude = 0.000493922; Faza = -155.93 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4523   X = 143 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4524   X = 143 mm; Y = 984 mm; Amplitude = 0.000431495; Faza = -159.005 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4525   X = 145 mm; Y = 984 mm; Amplitude = 0.000496156; Faza = -156.057 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4526   X = 145 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
4527   X = 145 mm; Y = 984 mm; Amplitude = 0.000442364; Faza = -160.678 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
4528   X = 147 mm; Y = 984 mm; Amplitude = 0.000486538; Faza = -156.421 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
4529   X = 147 mm; Y = 984 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
