Frequence = 40 Ghz;
N = 6894;
1.
1   X = 6 mm; Y = 6.3 mm; Amplitude = 0.00402676; Faza = 139.527 degree; FiMin = 90.001 degree; FiMax = 269.999 degree; 1.
6094   X = 246.9 mm; Y = 294.6 mm; Amplitude = 0.00630081; Faza = -165.944 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6095   X = 246.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6096   X = 246.9 mm; Y = 294.6 mm; Amplitude = 0.00221564; Faza = -179.201 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6097   X = 247.5 mm; Y = 294.6 mm; Amplitude = 0.00748943; Faza = -151.004 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6098   X = 247.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6099   X = 247.5 mm; Y = 294.6 mm; Amplitude = 0.00294609; Faza = -165.183 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6100   X = 248.1 mm; Y = 294.6 mm; Amplitude = 0.00805398; Faza = -138.699 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6101   X = 248.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6102   X = 248.1 mm; Y = 294.6 mm; Amplitude = 0.00340119; Faza = -154.801 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6103   X = 248.7 mm; Y = 294.6 mm; Amplitude = 0.00788261; Faza = -126.75 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6104   X = 248.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6105   X = 248.7 mm; Y = 294.6 mm; Amplitude = 0.00350954; Faza = -145.271 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6106   X = 249.3 mm; Y = 294.6 mm; Amplitude = 0.00702776; Faza = -113.218 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6107   X = 249.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6108   X = 249.3 mm; Y = 294.6 mm; Amplitude = 0.00326677; Faza = -134.997 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6109   X = 249.9 mm; Y = 294.6 mm; Amplitude = 0.00571971; Faza = -95.1889 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6110   X = 249.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6111   X = 249.9 mm; Y = 294.6 mm; Amplitude = 0.00273295; Faza = -121.997 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6112   X = 250.5 mm; Y = 294.6 mm; Amplitude = 0.0044539; Faza = -67.5056 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6113   X = 250.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6114   X = 250.5 mm; Y = 294.6 mm; Amplitude = 0.0020508; Faza = -102.146 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6115   X = 251.1 mm; Y = 294.6 mm; Amplitude = 0.0040546; Faza = -28.3102 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6116   X = 251.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6117   X = 251.1 mm; Y = 294.6 mm; Amplitude = 0.00152158; Faza = -67.1986 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6118   X = 251.7 mm; Y = 294.6 mm; Amplitude = 0.00485274; Faza = 6.86286 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6119   X = 251.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6120   X = 251.7 mm; Y = 294.6 mm; Amplitude = 0.00158201; Faza = -21.7811 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6121   X = 252.3 mm; Y = 294.6 mm; Amplitude = 0.00609965; Faza = 29.9359 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6122   X = 252.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6123   X = 252.3 mm; Y = 294.6 mm; Amplitude = 0.0021115; Faza = 9.05154 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6124   X = 252.9 mm; Y = 294.6 mm; Amplitude = 0.00710826; Faza = 46.0957 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6125   X = 252.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6126   X = 252.9 mm; Y = 294.6 mm; Amplitude = 0.00265835; Faza = 27.4927 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6127   X = 253.5 mm; Y = 294.6 mm; Amplitude = 0.00755693; Faza = 59.582 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6128   X = 253.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6129   X = 253.5 mm; Y = 294.6 mm; Amplitude = 0.00299869; Faza = 41.0969 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6130   X = 254.1 mm; Y = 294.6 mm; Amplitude = 0.00735327; Faza = 72.9069 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6131   X = 254.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6132   X = 254.1 mm; Y = 294.6 mm; Amplitude = 0.00305555; Faza = 53.5235 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6133   X = 254.7 mm; Y = 294.6 mm; Amplitude = 0.00658206; Faza = 88.2871 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6134   X = 254.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6135   X = 254.7 mm; Y = 294.6 mm; Amplitude = 0.00283672; Faza = 67.1056 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6136   X = 255.3 mm; Y = 294.6 mm; Amplitude = 0.00551741; Faza = 108.698 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6137   X = 255.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6138   X = 255.3 mm; Y = 294.6 mm; Amplitude = 0.00242626; Faza = 84.4817 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6139   X = 255.9 mm; Y = 294.6 mm; Amplitude = 0.00467009; Faza = 137.515 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6140   X = 255.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6141   X = 255.9 mm; Y = 294.6 mm; Amplitude = 0.00200047; Faza = -250.671 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6142   X = 256.5 mm; Y = 294.6 mm; Amplitude = 0.0046323; Faza = 171.953 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6143   X = 256.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6144   X = 256.5 mm; Y = 294.6 mm; Amplitude = 0.00182248; Faza = -217.275 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6145   X = 257.1 mm; Y = 294.6 mm; Amplitude = 0.00539985; Faza = -158.893 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6146   X = 257.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6147   X = 257.1 mm; Y = 294.6 mm; Amplitude = 0.0020241; Faza = -184.891 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6148   X = 257.7 mm; Y = 294.6 mm; Amplitude = 0.00637763; Faza = -138.016 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6149   X = 257.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6150   X = 257.7 mm; Y = 294.6 mm; Amplitude = 0.00240983; Faza = -161.235 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6151   X = 258.3 mm; Y = 294.6 mm; Amplitude = 0.00707068; Faza = -122.02 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6152   X = 258.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6153   X = 258.3 mm; Y = 294.6 mm; Amplitude = 0.00273185; Faza = -143.995 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6154   X = 258.9 mm; Y = 294.6 mm; Amplitude = 0.00723843; Faza = -107.808 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6155   X = 258.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6156   X = 258.9 mm; Y = 294.6 mm; Amplitude = 0.00285348; Faza = -129.491 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6157   X = 259.5 mm; Y = 294.6 mm; Amplitude = 0.00684056; Faza = -93.0261 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6158   X = 259.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6159   X = 259.5 mm; Y = 294.6 mm; Amplitude = 0.00273451; Faza = -114.98 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6160   X = 260.1 mm; Y = 294.6 mm; Amplitude = 0.00602039; Faza = -75.158 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6161   X = 260.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6162   X = 260.1 mm; Y = 294.6 mm; Amplitude = 0.00241731; Faza = -97.7344 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6163   X = 260.7 mm; Y = 294.6 mm; Amplitude = 0.00513406; Faza = -51.0567 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6164   X = 260.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6165   X = 260.7 mm; Y = 294.6 mm; Amplitude = 0.00203896; Faza = -74.165 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6166   X = 261.3 mm; Y = 294.6 mm; Amplitude = 0.00473776; Faza = -19.7162 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6167   X = 261.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6168   X = 261.3 mm; Y = 294.6 mm; Amplitude = 0.00184342; Faza = -42.1049 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6169   X = 261.9 mm; Y = 294.6 mm; Amplitude = 0.00518085; Faza = 11.5994 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6170   X = 261.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6171   X = 261.9 mm; Y = 294.6 mm; Amplitude = 0.00202278; Faza = -9.03444 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6172   X = 262.5 mm; Y = 294.6 mm; Amplitude = 0.00614041; Faza = 35.5652 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6173   X = 262.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6174   X = 262.5 mm; Y = 294.6 mm; Amplitude = 0.00245477; Faza = 15.7788 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6175   X = 263.1 mm; Y = 294.6 mm; Amplitude = 0.00706475; Faza = 53.1168 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6176   X = 263.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6177   X = 263.1 mm; Y = 294.6 mm; Amplitude = 0.00288807; Faza = 33.2579 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6178   X = 263.7 mm; Y = 294.6 mm; Amplitude = 0.0075866; Faza = 67.3325 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6179   X = 263.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6180   X = 263.7 mm; Y = 294.6 mm; Amplitude = 0.0031538; Faza = 46.9511 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6181   X = 264.3 mm; Y = 294.6 mm; Amplitude = 0.00754072; Faza = 80.5837 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6182   X = 264.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6183   X = 264.3 mm; Y = 294.6 mm; Amplitude = 0.00317167; Faza = 59.3825 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6184   X = 264.9 mm; Y = 294.6 mm; Amplitude = 0.00693111; Faza = 94.9181 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6185   X = 264.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6186   X = 264.9 mm; Y = 294.6 mm; Amplitude = 0.00293194; Faza = 72.5616 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6187   X = 265.5 mm; Y = 294.6 mm; Amplitude = 0.00593501; Faza = 112.904 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6188   X = 265.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6189   X = 265.5 mm; Y = 294.6 mm; Amplitude = 0.00249474; Faza = 88.9817 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6190   X = 266.1 mm; Y = 294.6 mm; Amplitude = 0.00495049; Faza = 138.061 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6191   X = 266.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6192   X = 266.1 mm; Y = 294.6 mm; Amplitude = 0.00201188; Faza = -247.351 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6193   X = 266.7 mm; Y = 294.6 mm; Amplitude = 0.00458672; Faza = 171.122 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6194   X = 266.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6195   X = 266.7 mm; Y = 294.6 mm; Amplitude = 0.0017579; Faza = -213.269 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6196   X = 267.3 mm; Y = 294.6 mm; Amplitude = 0.00515531; Faza = -157.151 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6197   X = 267.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6198   X = 267.3 mm; Y = 294.6 mm; Amplitude = 0.00195176; Faza = -177.96 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6199   X = 267.9 mm; Y = 294.6 mm; Amplitude = 0.00621908; Faza = -133.979 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6200   X = 267.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6201   X = 267.9 mm; Y = 294.6 mm; Amplitude = 0.00242696; Faza = -152.705 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6202   X = 268.5 mm; Y = 294.6 mm; Amplitude = 0.00720069; Faza = -117.286 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6203   X = 268.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6204   X = 268.5 mm; Y = 294.6 mm; Amplitude = 0.00289851; Faza = -135.454 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6205   X = 269.1 mm; Y = 294.6 mm; Amplitude = 0.00775581; Faza = -103.73 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6206   X = 269.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6207   X = 269.1 mm; Y = 294.6 mm; Amplitude = 0.00319936; Faza = -121.98 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6208   X = 269.7 mm; Y = 294.6 mm; Amplitude = 0.00774203; Faza = -91.0109 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6209   X = 269.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6210   X = 269.7 mm; Y = 294.6 mm; Amplitude = 0.00325898; Faza = -109.665 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6211   X = 270.3 mm; Y = 294.6 mm; Amplitude = 0.00717595; Faza = -77.2493 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6212   X = 270.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6213   X = 270.3 mm; Y = 294.6 mm; Amplitude = 0.00307517; Faza = -96.6338 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6214   X = 270.9 mm; Y = 294.6 mm; Amplitude = 0.00622969; Faza = -60.2259 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6215   X = 270.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6216   X = 270.9 mm; Y = 294.6 mm; Amplitude = 0.00270783; Faza = -80.8756 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6217   X = 271.5 mm; Y = 294.6 mm; Amplitude = 0.00525839; Faza = -37.0634 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6218   X = 271.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6219   X = 271.5 mm; Y = 294.6 mm; Amplitude = 0.0022861; Faza = -59.7311 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6220   X = 272.1 mm; Y = 294.6 mm; Amplitude = 0.00478301; Faza = -6.79399 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6221   X = 272.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6222   X = 272.1 mm; Y = 294.6 mm; Amplitude = 0.00201055; Faza = -31.3083 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6223   X = 272.7 mm; Y = 294.6 mm; Amplitude = 0.0051249; Faza = 23.95 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6224   X = 272.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6225   X = 272.7 mm; Y = 294.6 mm; Amplitude = 0.00205139; Faza = 0.00968281 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6226   X = 273.3 mm; Y = 294.6 mm; Amplitude = 0.00598607; Faza = 47.9695 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6227   X = 273.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6228   X = 273.3 mm; Y = 294.6 mm; Amplitude = 0.00234872; Faza = 26.096 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6229   X = 273.9 mm; Y = 294.6 mm; Amplitude = 0.00685017; Faza = 65.8031 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6230   X = 273.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6231   X = 273.9 mm; Y = 294.6 mm; Amplitude = 0.00269607; Faza = 45.6904 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6232   X = 274.5 mm; Y = 294.6 mm; Amplitude = 0.00737971; Faza = 80.3783 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6233   X = 274.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6234   X = 274.5 mm; Y = 294.6 mm; Amplitude = 0.00293866; Faza = 61.5155 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6235   X = 275.1 mm; Y = 294.6 mm; Amplitude = 0.00743468; Faza = 94.0102 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6236   X = 275.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6237   X = 275.1 mm; Y = 294.6 mm; Amplitude = 0.00300821; Faza = 76.0689 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6238   X = 275.7 mm; Y = 294.6 mm; Amplitude = 0.00703236; Faza = 108.552 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6239   X = 275.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6240   X = 275.7 mm; Y = 294.6 mm; Amplitude = 0.00290558; Faza = -268.742 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6241   X = 276.3 mm; Y = 294.6 mm; Amplitude = 0.00633244; Faza = 125.868 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6242   X = 276.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6243   X = 276.3 mm; Y = 294.6 mm; Amplitude = 0.00268933; Faza = -251.253 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6244   X = 276.9 mm; Y = 294.6 mm; Amplitude = 0.00563141; Faza = 147.723 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6245   X = 276.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6246   X = 276.9 mm; Y = 294.6 mm; Amplitude = 0.00246517; Faza = -230.212 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6247   X = 277.5 mm; Y = 294.6 mm; Amplitude = 0.00529392; Faza = 173.957 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6248   X = 277.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6249   X = 277.5 mm; Y = 294.6 mm; Amplitude = 0.00235268; Faza = -205.991 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6250   X = 278.1 mm; Y = 294.6 mm; Amplitude = 0.00550635; Faza = -159.579 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6251   X = 278.1 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6252   X = 278.1 mm; Y = 294.6 mm; Amplitude = 0.00240915; Faza = -181.506 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6253   X = 278.7 mm; Y = 294.6 mm; Amplitude = 0.00608175; Faza = -137.169 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6254   X = 278.7 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6255   X = 278.7 mm; Y = 294.6 mm; Amplitude = 0.00257969; Faza = -159.753 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6256   X = 279.3 mm; Y = 294.6 mm; Amplitude = 0.00666878; Faza = -119.11 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6257   X = 279.3 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6258   X = 279.3 mm; Y = 294.6 mm; Amplitude = 0.00275371; Faza = -141.208 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6259   X = 279.9 mm; Y = 294.6 mm; Amplitude = 0.00700513; Faza = -103.633 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6260   X = 279.9 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6261   X = 279.9 mm; Y = 294.6 mm; Amplitude = 0.00284347; Faza = -124.63 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
6262   X = 280.5 mm; Y = 294.6 mm; Amplitude = 0.00697869; Faza = -88.8547 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; 1.
6263   X = 280.5 mm; Y = 294.6 mm; Amplitude = 0; Faza = 0 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; cos(f)
6264   X = 280.5 mm; Y = 294.6 mm; Amplitude = 0.00281397; Faza = -108.409 degree; FiMin = 0.001 degree; FiMax = 179.999 degree; sin(f)
